name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
little rock,2022-02-02,60.9,31.9,48,60.9,20.9,44.3,44.2,86.4,0.046,100,25,"rain,snow",0.2,0.2,30.5,18,36.5,1014.4,100,5.7,14.3,1.2,1,,2022-02-02T07:06:40,2022-02-02T17:39:28,0.05,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72340503930,SDNA4,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-02-03,31.9,26.9,29.5,24,14.7,19.1,23.1,77,0.907,100,58.33,"rain,snow",0.5,0.8,33.3,20.5,359.4,1021.1,100,5.5,20.8,1.8,1,,2022-02-03T07:05:53,2022-02-03T17:40:28,0.08,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72340503930,72341613925,72340313963,KPBF,KLIT,LNKA4,KLRF,KSGT,KSRC,UAPA4,E9770,72341793988,72218853985"
little rock,2022-02-04,38,25.9,30.5,32.2,14,22.4,19.7,64.3,0,0,0,snow,0.1,1,19.7,14.7,328.7,1032,63.3,9.4,69.4,5.9,4,,2022-02-04T07:05:04,2022-02-04T17:41:29,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72340503930,72340313963,KLRF,KSRC,KPBF,UAPA4,E9770,72341793988,KLIT,72218853985,LNKA4"
little rock,2022-02-05,41,22.9,32.7,37.2,18.2,28.2,19.5,59.1,0,0,0,,0,0.4,,10.1,60.8,1033.5,0,9.9,104.3,8.8,6,,2022-02-05T07:04:14,2022-02-05T17:42:29,0.15,Clear,Clear conditions throughout the day.,clear-day,"72340503930,72340313963,KLRF,KPBF,UAPA4,E9770,72341793988,KLIT,LNKA4"
little rock,2022-02-06,51.9,24,36,51.9,24,34.5,25.1,66.6,0,0,0,,0,0.3,,9,152.9,1026.6,6.7,9.4,107.7,9.4,6,,2022-02-06T07:03:22,2022-02-06T17:43:29,0.18,Clear,Clear conditions throughout the day.,clear-day,"72340503930,72340313963,KLRF,KPBF,KSRC,UAPA4,E9770,72341793988,KLIT,72218853985,LNKA4"
little rock,2022-02-07,52.1,27.9,39.3,52.1,25.2,37.2,25.9,61.4,0,0,0,,0,0.2,,9,299.1,1027,8.8,9.9,99.1,8.5,6,,2022-02-07T07:02:29,2022-02-07T17:44:29,0.21,Clear,Clear conditions throughout the day.,clear-day,"72340503930,72340313963,KLRF,KSRC,KPBF,UAPA4,E9770,72341793988,KLIT,72218853985,LNKA4"
little rock,2022-02-08,64,31.8,47.1,64,25.4,44.8,25.5,46.5,0,0,0,,0,0,22.9,13.9,229,1022.3,2.2,9.9,104,8.9,6,,2022-02-08T07:01:35,2022-02-08T17:45:29,0.25,Clear,Clear conditions throughout the day.,clear-day,"72340503930,72341613925,72340313963,KLRF,KSGT,KSRC,UAPA4,E9770,KLIT,72218853985,LNKA4"
little rock,2022-02-09,69,36.8,53.4,69,32.2,51.6,25.1,36.7,0,0,0,,0,0,26.4,12.8,266.2,1017.6,13.7,9.9,100.7,8.6,6,,2022-02-09T07:00:39,2022-02-09T17:46:28,0.28,Clear,Clear conditions throughout the day.,clear-day,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-02-10,65,40.7,50.6,65,37.5,50.1,30.2,47.8,0,0,0,,0,0,,10,94.9,1017.7,42.6,9.8,94.8,8.3,5,,2022-02-10T06:59:42,2022-02-10T17:47:27,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72340503930,SDNA4,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,72341793988,KLIT,72218853985,LNKA4"
little rock,2022-02-11,70.9,38.7,55.4,70.9,33.7,54,33.4,46.8,0,0,0,,0,0,32.2,17,245.8,1013.2,56.7,9.9,106.5,9.1,6,,2022-02-11T06:58:44,2022-02-11T17:48:26,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-02-12,55.9,30.4,42.1,55.9,24.6,36.9,20.7,43.5,0.021,100,8.33,rain,0,0,24.9,19.4,348.5,1027.1,74.7,9.8,43.2,3.7,2,,2022-02-12T06:57:44,2022-02-12T17:49:24,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT"
little rock,2022-02-13,57.7,23.9,40,57.7,17,36.9,14.3,37.8,0,0,0,,0,0,25,16.9,267.8,1028.1,5.6,9.9,120.3,10.5,6,,2022-02-13T06:56:43,2022-02-13T17:50:22,0.4,Clear,Clear conditions throughout the day.,clear-day,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-02-14,70,28.8,48.8,70,25.4,47.6,24.5,43.6,0,0,0,,0,0,39.1,13.5,220.8,1025.5,15.4,9.9,121,10.3,6,,2022-02-14T06:55:42,2022-02-14T17:51:20,0.44,Clear,Clear conditions throughout the day.,clear-day,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-02-15,69.1,36,53.8,69.1,33.6,53.3,29.7,42.6,0,0,0,,0,0,27.9,18.1,178.8,1024.1,30.3,9.9,122.8,10.4,6,,2022-02-15T06:54:38,2022-02-15T17:52:18,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-02-16,71,56.9,63.8,71,56.9,63.8,47.6,56.3,0,0,0,,0,0,33,18,176.2,1017.2,96.4,9.9,63.4,5.5,2,,2022-02-16T06:53:34,2022-02-16T17:53:15,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,LNKA4,KLIT"
little rock,2022-02-17,69.9,34,56,69.9,23.7,52.7,48.7,76.4,1.797,100,41.67,rain,0,0,39.8,28.5,272.1,1012.1,93.3,8.5,56.9,4.9,4,,2022-02-17T06:52:29,2022-02-17T17:54:12,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72340503930,72341613925,72340313963,KLRF,KSGT,KSRC,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-02-18,47,26,35.5,47,15.6,30.5,16.4,48.2,0.001,100,4.17,snow,0,0,,16.9,352.6,1028.3,26.4,9.9,133.3,11.6,7,,2022-02-18T06:51:22,2022-02-18T17:55:08,0.57,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"72340503930,72341613925,72340313963,KLRF,KSGT,KSRC,UAPA4,E9770,KLIT,72218853985"
little rock,2022-02-19,56,29.7,43.2,56,26.3,41.3,27.3,55.4,0,0,0,,0,0,,8.1,93.9,1029.6,0,9.9,120.5,10.5,7,,2022-02-19T06:50:15,2022-02-19T17:56:05,0.61,Clear,Clear conditions throughout the day.,clear-day,"72340503930,72341613925,72340313963,KLRF,KSGT,KSRC,UAPA4,E9770,KLIT,LNKA4,72218853985"
little rock,2022-02-20,67.9,33,51.2,67.9,33,51.2,31.5,52.7,0,0,0,,0,0,21.9,14.8,190.6,1022.7,48.4,9.9,123.9,10.6,6,,2022-02-20T06:49:07,2022-02-20T17:57:00,0.64,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-02-21,70.9,51.7,59.8,70.9,51.7,59.8,52.6,77.7,0,0,0,,0,0,26.4,15.8,154.7,1014.2,97.1,6.8,30.8,2.6,1,,2022-02-21T06:47:57,2022-02-21T17:57:56,0.68,Overcast,Cloudy skies throughout the day.,cloudy,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-02-22,70,35.9,57.5,70,26.6,55.4,50.4,77.1,1.239,100,37.5,rain,0,0,31.1,20.4,267.3,1015.4,98.6,8.7,31.1,2.5,2,,2022-02-22T06:46:47,2022-02-22T17:58:51,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72340503930,72341613925,72340313963,KLRF,KSGT,KSRC,UAPA4,E9770,KLIT,LNKA4,72218853985"
little rock,2022-02-23,35.9,29.9,32.3,30.8,20,24,24.8,74.2,0.262,100,50,"rain,snow",0,0,26.4,15,13,1028,100,7.4,18.5,1.6,1,,2022-02-23T06:45:36,2022-02-23T17:59:46,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-02-24,34.9,29.8,32.2,30.2,20.5,25,27.9,84,0.158,100,37.5,"rain,snow",0,0,23,15.6,3.1,1023.9,100,5.4,21.5,1.8,1,,2022-02-24T06:44:24,2022-02-24T18:00:40,0.79,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72340503930,72341613925,72340313963,KLRF,KSGT,KSRC,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-02-25,35,28,32.1,28.4,18.2,23.5,23.9,71.5,0,0,0,,0,0,,13.5,8.8,1033.5,89.5,9.9,75.8,6.4,3,,2022-02-25T06:43:11,2022-02-25T18:01:34,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-02-26,35.8,29.8,32.4,28.8,19.9,24.9,25.9,76.7,0.349,100,33.33,"rain,snow",0,0,,12.5,45.2,1032.3,100,7.1,30.9,2.7,1,,2022-02-26T06:41:57,2022-02-26T18:02:28,0.86,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,72341793988,KLIT,LNKA4,72218853985"
little rock,2022-02-27,52,34,40.5,52,28,36.6,30.3,68.9,0.012,100,4.17,"rain,snow",0,0,17.2,12.5,332.9,1028.4,52.4,7.9,141.8,12.2,7,,2022-02-27T06:40:42,2022-02-27T18:03:21,0.89,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-02-28,64.9,30.7,47.2,64.9,25.9,45.6,26.9,51.4,0,0,0,,0,0,,10.1,237.4,1025.7,29.6,9.9,146.9,12.7,7,,2022-02-28T06:39:27,2022-02-28T18:04:14,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72340503930,72341613925,72340313963,KLRF,KSGT,KSRC,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-03-01,74.9,38.6,56.6,74.9,36.5,55.9,28.5,38.5,0,0,0,,0,0,,12.6,237.2,1021.8,26.7,9.9,142.4,12.1,7,,2022-03-01T06:38:11,2022-03-01T18:05:07,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72340503930,72341613925,72340313963,KLRF,KSGT,KSRC,UAPA4,E9770,KLIT"
little rock,2022-03-02,79,42,60.5,79,38.4,59.7,29.9,35.7,0,0,0,,0,0,,10.2,233.1,1020.9,6.7,9.9,143.7,12.4,7,,2022-03-02T06:36:55,2022-03-02T18:06:00,0,Clear,Clear conditions throughout the day.,clear-day,"72340503930,72341613925,72340313963,KLRF,KSGT,KSRC,UAPA4,E9770,KLIT"
little rock,2022-03-03,80,44.6,62,80,42.2,61.6,33.7,38.4,0,0,0,,0,0,,10.1,200.2,1021.2,7.8,9.9,146.1,12.6,7,,2022-03-03T06:35:37,2022-03-03T18:06:52,0.03,Clear,Clear conditions throughout the day.,clear-day,"72340503930,72341613925,72340313963,KLRF,KSGT,KSRC,UAPA4,E9770,KLIT"
little rock,2022-03-04,78.1,45.1,60.9,78.1,45.1,60.9,41.4,52.8,0,0,0,,0,0,,10.2,145.1,1021.2,78.6,9.8,143.8,12.5,6,,2022-03-04T06:34:19,2022-03-04T18:07:44,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-03-05,75.7,62,67.6,75.7,62,67.6,51.9,57.8,0,0,0,,0,0,31.6,20.5,186.1,1016.3,94.8,9.9,50.4,4.4,2,,2022-03-05T06:33:01,2022-03-05T18:08:35,0.1,Overcast,Cloudy skies throughout the day.,cloudy,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-03-06,82,69.1,74.1,83.5,69.1,74.2,62.3,67.4,0.002,100,4.17,rain,0,0,30.8,20.5,186.1,1014.4,93.8,9.9,75.3,6.4,5,,2022-03-06T06:31:42,2022-03-06T18:09:26,0.13,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-03-07,75.3,38.9,48.9,75.3,32.6,44.8,36.8,63.7,0.052,100,12.5,rain,0,0,30.7,25.1,313.8,1020.4,87.6,9.7,59.5,5,4,,2022-03-07T06:30:22,2022-03-07T18:10:17,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72340503930,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-03-08,47,33.1,39.2,40.7,26.9,33.7,29.7,69.5,0.126,100,25,rain,0,0,27.7,18.4,34.8,1021.4,85,8.6,70.5,6.3,4,,2022-03-08T06:29:02,2022-03-08T18:11:08,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72340503930,72341613925,72340313963,KLRF,KSGT,KSRC,UAPA4,E9770,KLIT,LNKA4"
little rock,2022-03-09,55.9,37.1,45.4,55.9,31.1,43.1,34,66.2,0,0,0,,0,0,,10.1,45.1,1018.5,57,8.6,149.3,13,7,,2022-03-09T06:27:42,2022-03-09T18:11:58,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72340503930,SDNA4,72341613925,72340313963,KLRF,KSGT,UAPA4,E9770,KLIT"
