name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Huntsville, Alabama",2022-01-11,46.9,26.1,35,45.3,19.5,32.1,19,54.6,0,0,0,,0,0,20.4,8.6,16,1033.1,0,9.9,122,10.8,5,10,2022-01-11T06:54:05,2022-01-11T16:54:53,0.29,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-12,54.4,26,38.8,54.4,20.3,37.2,26.1,64.4,0,0,0,,0,0,15.9,9.5,197.9,1025.5,11.1,9.9,113,9.6,5,10,2022-01-12T06:53:56,2022-01-12T16:55:49,0.33,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,72323003856,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-13,54.3,36.8,45.1,54.3,34.9,43,33.1,63.9,0,0,0,,0,0,17.9,10.6,259.7,1015.2,41.1,9.3,85,7.4,5,10,2022-01-13T06:53:45,2022-01-13T16:56:45,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9186,KHSV,72323003856,KDCU,KHUA,72227953852,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-14,52.4,30.6,40.9,52.4,30.6,40.3,33.5,76.6,0,0,0,,0,0,12.1,6.2,23.9,1016.7,12.5,8.8,111.3,9.7,5,10,2022-01-14T06:53:33,2022-01-14T16:57:42,0.39,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,72323003856,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-15,45.8,39.8,42.9,43.6,35.9,40.1,37.6,81.6,0.191,100,41.67,rain,0,0,28.4,11.8,97.7,1014.9,94.5,9.1,24.1,2.2,1,10,2022-01-15T06:53:18,2022-01-15T16:58:40,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-16,43.3,32.1,37,38.6,23.9,29.6,35.5,94.3,1.069,100,75,"rain,snow",0,0.1,41.8,15.6,3.4,1005.1,91.6,6.4,13.3,1.2,1,10,2022-01-16T06:53:02,2022-01-16T16:59:38,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-17,36,31.3,33.9,35.5,23.1,27.8,29.4,83.8,0,0,0,,0,0,23.5,12.3,296.7,1015.2,92.1,9.8,17.6,1.6,1,10,2022-01-17T06:52:44,2022-01-17T17:00:36,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-18,51.8,25.9,38.5,51.8,25.9,37.1,30.8,76.3,0,0,0,,0,0,15.4,8.7,180.9,1021.2,12.9,8.7,124.5,10.8,5,10,2022-01-18T06:52:24,2022-01-18T17:01:35,0.53,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-19,64.2,44.1,53.9,64.2,40.5,52.5,45,72.6,0.703,100,20.83,rain,0,0,29.5,16,189.5,1017.9,92.4,8.7,68.7,6,4,10,2022-01-19T06:52:02,2022-01-19T17:02:35,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9186,KHSV,72323003856,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-20,45.6,26.3,30.4,39.3,14.3,19.6,25.8,83.2,0.083,100,16.67,"rain,snow",0,0,26.2,17.9,17.2,1024.8,100,9.5,28.3,2.5,1,10,2022-01-20T06:51:38,2022-01-20T17:03:34,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"KHSV,72323003856,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-21,31.1,22.9,26.3,22.8,12.5,16.7,18.5,71.9,0,0,0,,0,0,20.4,12.5,24.1,1028.5,75,9.9,62.5,5.3,3,10,2022-01-21T06:51:13,2022-01-21T17:04:34,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHSV,72323003856,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-22,37.4,16.1,25.7,36,7.7,21.7,17.6,72.7,0,0,0,,0,0,14.1,6.5,357.3,1028.5,9.3,9.8,137.9,11.9,6,10,2022-01-22T06:50:46,2022-01-22T17:05:34,0.67,Clear,Clear conditions throughout the day.,clear-day,"KHSV,72323003856,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-23,49.6,19.9,33,45.6,19.9,31.1,21.7,67.8,0,0,0,,0,0,18.8,12.3,250.3,1019.4,1.1,9.4,135.3,11.8,6,10,2022-01-23T06:50:16,2022-01-23T17:06:35,0.7,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-24,59.2,25.8,42.1,59.2,25.8,41,29,63.5,0,0,0,,0,0,18.1,11.2,204.6,1013.2,16.4,9.3,133.6,11.7,6,10,2022-01-24T06:49:46,2022-01-24T17:07:36,0.74,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,72323003856,TT397,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-25,51.2,29.4,42.4,51.2,18.8,37.9,30.3,62.6,0,0,0,,0,0,29.8,14.7,5.9,1018,28.5,9.6,113,9.8,5,10,2022-01-25T06:49:13,2022-01-25T17:08:36,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9186,KHSV,72323003856,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-26,40.3,21.6,29.7,34.2,10.4,21.3,12.8,50.8,0,0,0,,0,0,31.5,15.4,12.6,1028,1.3,9.7,142,12.2,6,10,2022-01-26T06:48:39,2022-01-26T17:09:37,0.81,Clear,Clear conditions throughout the day.,clear-day,"KHSV,72323003856,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-27,54.5,22.9,37.8,54.5,20,37,21.7,54.2,0,0,0,,0,0,11.9,7.3,137.7,1025.1,44.9,9.7,138,11.8,6,10,2022-01-27T06:48:03,2022-01-27T17:10:38,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9186,KHSV,TT397,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-28,45.2,26.7,36.6,39.1,13.9,29.3,21.3,54.7,0,0,0,,0,0,29.8,19.1,344.8,1021.5,87.1,9.7,100,8.7,6,10,2022-01-28T06:47:25,2022-01-28T17:11:39,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9186,KHSV,72323003856,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-29,35.3,18.9,26.3,33.9,6.6,19.3,9.8,51.2,0,0,0,,0,0,29.5,19,349.3,1024.8,17,9.7,148.5,12.8,6,10,2022-01-29T06:46:46,2022-01-29T17:12:40,0.91,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-30,58.1,25,40.4,58.1,19.7,37,20.3,45.7,0,0,0,,0,0,20.8,11.7,236,1017.7,3.7,9.4,150.8,13.2,6,10,2022-01-30T06:46:05,2022-01-30T17:13:41,0.95,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,72323003856,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-01-31,57.8,25.7,40.8,57.8,25.7,40.6,24.7,57.3,0,0,0,,0,0,13.2,4.8,85.1,1020.5,9.2,9.7,114.4,9.8,5,10,2022-01-31T06:45:23,2022-01-31T17:14:42,0,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-01,63.6,36.2,51.1,63.6,31.7,49.3,27.2,40.7,0,0,0,,0,0,36.7,13.5,153,1021.3,15.7,9.8,147.2,12.6,6,10,2022-02-01T06:44:39,2022-02-01T17:15:43,0.02,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-02,54.7,49.7,51.7,54.7,44.6,51,45.3,80.5,0.464,100,62.5,rain,0,0,34.4,16.5,151.8,1017.9,95.6,8,27,2.4,1,10,2022-02-02T06:43:53,2022-02-02T17:16:43,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9186,KHSV,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-03,62.2,36.8,50.6,62.2,29.3,48.1,49.8,97.2,1.23,100,37.5,rain,0,0,33.3,16.4,139.2,1013.6,99.8,8.1,18.5,1.5,1,10,2022-02-03T06:43:06,2022-02-03T17:17:44,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9186,KHSV,72323003856,KDCU,BRAA1,KHUA,72227953852,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-04,36.4,29.3,32,30.5,19.6,23.8,29.8,91.8,0.004,100,4.17,rain,0,0,20.1,12.8,345.2,1024.7,100,9,28.2,2.5,1,10,2022-02-04T06:42:17,2022-02-04T17:18:44,0.11,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"D9186,KHSV,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-05,38.9,20.7,29.3,33.5,14.8,23,18.7,66.9,0,0,0,,0,0,20.4,13.3,10.2,1031.2,10,9.8,167.4,14.4,7,10,2022-02-05T06:41:27,2022-02-05T17:19:44,0.15,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,72323003856,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-06,52,21.7,36.4,52,21.7,35,23.3,62.3,0,0,0,,0,0,17.2,11.4,139.9,1026.3,0,9.8,162.2,13.9,7,10,2022-02-06T06:40:36,2022-02-06T17:20:44,0.18,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,72323003856,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-07,52.5,27.6,38.8,52.5,24.2,37.4,26,64.4,0,0,0,,0,0,17.2,12.2,353.5,1023.3,7.8,9.7,138.6,12.1,6,10,2022-02-07T06:39:43,2022-02-07T17:21:44,0.21,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-08,55.2,25.9,39.3,55.2,23.2,38.5,25.4,61.5,0,0,0,,0,0,9.8,8.4,291.2,1022.7,0,9.8,170,14.9,6,10,2022-02-08T06:38:48,2022-02-08T17:22:44,0.25,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-09,62.3,30.2,45,62.3,27.5,44.2,27.3,55.2,0,0,0,,0,0,25.7,17.8,241.4,1017.4,0.6,9.9,166.1,14.2,6,10,2022-02-09T06:37:53,2022-02-09T17:23:43,0.28,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,72323003856,TT397,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-10,64.3,29.3,46.5,64.3,29.3,46.3,28.5,55,0,0,0,,0,0,24.4,11.8,276.5,1017.6,7.4,9.9,155.3,13.4,6,10,2022-02-10T06:36:56,2022-02-10T17:24:42,0.31,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,72323003856,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-11,68.6,40.3,54.3,68.6,38.4,53.2,33.1,47.1,0,0,0,,0,0,26.9,16.7,216.9,1014.9,6.8,9.7,169.5,14.5,7,10,2022-02-11T06:35:58,2022-02-11T17:25:41,0.34,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,72323003856,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-12,54.2,32.6,45.6,54.2,23.6,42,33,61.4,0,0,0,,0,0,24.2,16.1,5.4,1021.4,83.9,9.9,136.5,11.7,6,10,2022-02-12T06:34:58,2022-02-12T17:26:39,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-13,43.4,20.4,32.1,42.1,11.2,25.7,15.4,53.1,0,0,0,,0,0,23.9,13,352,1025.2,18.3,9.9,173.8,14.8,7,10,2022-02-13T06:33:57,2022-02-13T17:27:37,0.4,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-14,54.4,23.4,38.2,54.4,23.4,37.7,22.2,56.6,0,0,0,,0,0,13.6,8.3,292.9,1026.6,0,9.6,178.9,15.3,7,10,2022-02-14T06:32:55,2022-02-14T17:28:35,0.44,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-15,66.6,31.7,49.6,66.6,30.4,49.2,27.7,48.3,0,0,0,,0,0,19.7,13.2,169.5,1028.9,0.6,9.2,177.4,15.2,7,10,2022-02-15T06:31:52,2022-02-15T17:29:33,0.47,Clear,Clear conditions throughout the day.,clear-day,"KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-16,70,47.2,58.7,70,43.5,57.8,38.8,47.6,0,0,0,,0,0,32.4,21.2,173.9,1025.3,46.5,8.7,147.3,12.8,6,10,2022-02-16T06:30:48,2022-02-16T17:30:30,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-17,69.5,42.7,62,69.5,35,61.4,53.5,74.7,1.215,100,25,rain,0,0,41.3,29.5,193.7,1013.2,82.1,8.2,24.4,2,1,10,2022-02-17T06:29:43,2022-02-17T17:31:27,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D9186,KHSV,72323003856,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-18,42.9,29.3,35.6,37.1,21.6,28.8,25.6,68.7,0,0,0,,0,0,20.8,16.7,352.5,1023.1,53.1,9.5,123.5,10.6,6,10,2022-02-18T06:28:37,2022-02-18T17:32:23,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D9186,KHSV,72323003856,TT397,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-19,53.9,23.8,38,53.9,23.8,36.6,23.7,60.4,0,0,0,,0,0,17.9,9.5,3.8,1028.2,0,9.8,185.6,15.9,7,10,2022-02-19T06:27:29,2022-02-19T17:33:19,0.61,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-20,63,28.1,45.3,63,28.1,44.4,24,48.1,0,0,0,,0,0,23,12.6,174,1026.3,15.3,9.5,184.3,15.9,6,10,2022-02-20T06:26:21,2022-02-20T17:34:15,0.64,Clear,Clear conditions throughout the day.,clear-day,"D9186,KHSV,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-21,56.8,47.9,51.9,56.8,45.6,51.5,39.8,67.5,0.591,100,37.5,rain,0,0,32,15.4,163.2,1022,92.8,8.6,45.6,4,2,10,2022-02-21T06:25:12,2022-02-21T17:35:11,0.68,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9186,KHSV,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-22,69.1,55.3,62.8,69.1,55.3,62.8,59.4,88.8,0.831,100,16.67,rain,0,0,30.9,15.9,179.7,1018.8,96.6,8.7,37,3.2,2,10,2022-02-22T06:24:01,2022-02-22T17:36:06,0.72,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9186,KHSV,72323003856,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-23,59.8,38.8,49.1,59.8,31.2,45.8,48.3,97,1.77,100,50,rain,0,0,24.2,15.1,22,1022.9,99.9,6.8,63.8,5.5,2,10,2022-02-23T06:22:50,2022-02-23T17:37:00,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHSV,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-24,66.6,41.6,52.7,66.6,38.6,52.2,51.3,95.2,0.182,100,4.17,rain,0,0,23.7,12.6,172.8,1020.3,99.5,7.1,45.9,4,3,10,2022-02-24T06:21:38,2022-02-24T17:37:55,0.79,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"D9186,KHSV,72323003856,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-25,63.8,32.8,40.8,63.8,23,34.7,36.8,85.8,0.239,100,33.33,rain,0,0,24.2,16.9,353.2,1027.9,100,8.9,61.1,5.2,3,10,2022-02-25T06:20:25,2022-02-25T17:38:49,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KHSV,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-26,39,32.2,36.1,36.4,23.1,30.1,33.2,89.3,0.346,100,37.5,rain,0,0,24.8,13,28.3,1029.9,99.6,7.8,35.8,2.9,1,10,2022-02-26T06:19:12,2022-02-26T17:39:43,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHSV,72323003856,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-27,47.2,34.7,41.1,44,33.6,37.7,40.2,96.7,0.8,100,41.67,rain,0,0,20.1,9.2,17.9,1023.7,89.9,6.9,48.5,4.2,2,10,2022-02-27T06:17:57,2022-02-27T17:40:36,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHSV,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-02-28,58.5,31.6,43.6,58.5,27.2,42,28.7,61,0,0,0,,0,0,16.3,9.1,7.6,1023.6,2.9,9.7,225.9,19.3,7,10,2022-02-28T06:16:42,2022-02-28T17:41:29,0.93,Clear,Clear conditions throughout the day.,clear-day,"KHSV,72323003856,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-03-01,65.5,32.2,48.1,65.5,32.2,48.1,31.6,60.5,0,0,0,,0,0,11.4,7.3,260.4,1021.8,1.1,9.5,212.2,18.5,7,10,2022-03-01T06:15:26,2022-03-01T17:42:22,0.96,Clear,Clear conditions throughout the day.,clear-day,"KHSV,72323003856,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-03-02,75.1,38,55.1,75.1,38,55.1,34.9,52.6,0,0,0,,0,0,15.7,7.5,259.4,1020.7,0,9.4,214.7,18.5,7,10,2022-03-02T06:14:09,2022-03-02T17:43:14,0,Clear,Clear conditions throughout the day.,clear-day,"KHSV,TT397,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-03-03,77.3,40.3,58.4,77.3,40.3,58.4,37.8,52.5,0,0,0,,0,0,9.8,8.7,266,1021.2,0,9.5,211.1,18,7,10,2022-03-03T06:12:52,2022-03-03T17:44:06,0.03,Clear,Clear conditions throughout the day.,clear-day,"KHSV,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-03-04,79.9,44.4,61.7,79.9,44.4,61.6,41.5,53,0,0,0,,0,0,19.7,11.7,160.8,1023.1,7,9.6,208.9,18,7,10,2022-03-04T06:11:34,2022-03-04T17:44:58,0.06,Clear,Clear conditions throughout the day.,clear-day,"KHSV,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-03-05,77.5,56.9,67,77.5,56.9,67,48.9,53,0,0,0,,0,0,28.5,16.8,183,1022.2,41.3,9.8,166,14.4,7,10,2022-03-05T06:10:16,2022-03-05T17:45:49,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHSV,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-03-06,79.4,60.2,69.1,79.4,60.2,69.1,55.9,63.5,0,0,0,,0,0,24.9,18,195.2,1020.2,40.1,9.8,190.2,16.3,7,10,2022-03-06T06:08:57,2022-03-06T17:46:40,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F2925,KHSV,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-03-07,70.8,44.5,59.2,70.8,39.4,58.2,54.3,83.9,0.461,100,29.17,rain,0,0,34.7,21.8,249.1,1016.7,86.5,8.7,29.8,2.5,1,10,2022-03-07T06:07:38,2022-03-07T17:47:31,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHSV,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-03-08,51.7,39.6,45,51.7,33.3,41.1,38,77.7,1.28,100,29.17,rain,0,0,24.2,11.5,35.7,1018.5,94.6,7.9,116.8,10.1,6,10,2022-03-08T06:06:18,2022-03-08T17:48:22,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHSV,72323003856,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-03-09,49.3,40.9,44.6,46.8,34.2,40.7,41.1,88.1,0.411,100,25,rain,0,0,26.6,14.6,5,1014.9,83.2,8.1,85.4,7.4,3,10,2022-03-09T06:04:57,2022-03-09T17:49:12,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9186,KHSV,TT397,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
"Huntsville, Alabama",2022-03-10,63.4,40.1,50,63.4,36.9,49,38.8,68.3,0,0,0,,0,0,10.5,6.9,11.4,1016.6,20.6,9.8,224.5,19.5,8,10,2022-03-10T06:03:36,2022-03-10T17:50:02,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHSV,BRAA1,KHUA,72030763804,KMDQ,72323163883,AAMA1"
